block_loop,reps,leftLabelT,rightLabelT,instrText,introPic,leftLabel,rightLabel,thisN,thisTrialN,thisRepN,stims,correct_key,w,h,preBlockInstrKey.keys,preBlockInstrKey.rt,preBlockInstrKey.duration,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,preBlockInstr.started,intropic.started,preBlockInstrKey.started,preBlockInstr.stopped,trials_2.preBlockInstrKey.keys,trials_2.preBlockInstrKey.rt,trials_2.preBlockInstrKey.duration,trail.started,polygon.started,polygon.stopped,stim.started,key_resp.started,trail.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
IAT_block2.xlsx,1,期待词-按E键,中性词-按I键,"接下来将进行第二部分测试。
请将你左手和右手的食指部分分别放在键盘的E键和I键上。
该部分流程与之前相同，只是规则发生了轻微的变化
规则为：
期待词 - 按E键
中性词 - 按I键
请在保证正确率的情况下尽快对其进行分类。
如果你已明白规则，请按空格开始测试。
如果有任何疑问，请联系实验员。",pic/intro2.png,pic/anjianl2.png,pic/anjianr2.png,1,1,0,pic/do3.png,i,0.5225,0.261,space,4.617308166,None,i,1,1.179979124,None,0,1,1,1,0,1,1,6,36.54829275,,,,,,,,,36.54360754,36.54829275,37.04595467,37.52923604,37.52923604,38.71331862,i,1,1.179979124,None,21,1,2025-09-18_09h51.11.945,IAT_block_loop1after,,2025.1.1,None,2025-09-18 09h51.27.788015 +0800
IAT_block2.xlsx,1,期待词-按E键,中性词-按I键,"接下来将进行第二部分测试。
请将你左手和右手的食指部分分别放在键盘的E键和I键上。
该部分流程与之前相同，只是规则发生了轻微的变化
规则为：
期待词 - 按E键
中性词 - 按I键
请在保证正确率的情况下尽快对其进行分类。
如果你已明白规则，请按空格开始测试。
如果有任何疑问，请联系实验员。",pic/intro2.png,pic/anjianl2.png,pic/anjianr2.png,2,2,0,pic/do1.png,i,0.5225,0.261,space,4.617308166,None,i,1,0.784480208,None,0,1,1,1,0,2,2,4,38.73089329,,,,,,,,,38.72611604,38.73089329,39.22921579,39.71271504,39.71271504,40.49955804,i,1,0.784480208,None,21,1,2025-09-18_09h51.11.945,IAT_block_loop1after,,2025.1.1,None,2025-09-18 09h51.27.788015 +0800
IAT_block2.xlsx,1,期待词-按E键,中性词-按I键,"接下来将进行第二部分测试。
请将你左手和右手的食指部分分别放在键盘的E键和I键上。
该部分流程与之前相同，只是规则发生了轻微的变化
规则为：
期待词 - 按E键
中性词 - 按I键
请在保证正确率的情况下尽快对其进行分类。
如果你已明白规则，请按空格开始测试。
如果有任何疑问，请联系实验员。",pic/intro2.png,pic/anjianl2.png,pic/anjianr2.png,3,3,0,pic/want4.png,e,0.5225,0.261,space,4.617308166,None,e,1,0.499283125,None,0,1,1,1,0,3,3,3,40.52022842,,,,,,,,,40.51587654,40.52022842,41.01533637,41.49590721,41.49590721,41.99633083,e,1,0.499283125,None,21,1,2025-09-18_09h51.11.945,IAT_block_loop1after,,2025.1.1,None,2025-09-18 09h51.27.788015 +0800
IAT_block2.xlsx,1,期待词-按E键,中性词-按I键,"接下来将进行第二部分测试。
请将你左手和右手的食指部分分别放在键盘的E键和I键上。
该部分流程与之前相同，只是规则发生了轻微的变化
规则为：
期待词 - 按E键
中性词 - 按I键
请在保证正确率的情况下尽快对其进行分类。
如果你已明白规则，请按空格开始测试。
如果有任何疑问，请联系实验员。",pic/intro2.png,pic/anjianl2.png,pic/anjianr2.png,4,4,0,pic/want3.png,e,0.5225,0.261,space,4.617308166,None,e,1,1.149302958,None,0,1,1,1,0,4,4,2,42.01819692,,,,,,,,,42.0138135,42.01819692,42.51513133,42.99578504,42.99578504,44.14638696,e,1,1.149302958,None,21,1,2025-09-18_09h51.11.945,IAT_block_loop1after,,2025.1.1,None,2025-09-18 09h51.27.788015 +0800
IAT_block2.xlsx,1,期待词-按E键,中性词-按I键,"接下来将进行第二部分测试。
请将你左手和右手的食指部分分别放在键盘的E键和I键上。
该部分流程与之前相同，只是规则发生了轻微的变化
规则为：
期待词 - 按E键
中性词 - 按I键
请在保证正确率的情况下尽快对其进行分类。
如果你已明白规则，请按空格开始测试。
如果有任何疑问，请联系实验员。",pic/intro2.png,pic/anjianl2.png,pic/anjianr2.png,5,5,0,pic/do2.png,i,0.5225,0.261,space,4.617308166,None,i,1,0.667141291,None,0,1,1,1,0,5,5,5,44.16502554,,,,,,,,,44.16067588,44.16502554,44.66256296,45.14592867,45.14592867,45.81629738,i,1,0.667141291,None,21,1,2025-09-18_09h51.11.945,IAT_block_loop1after,,2025.1.1,None,2025-09-18 09h51.27.788015 +0800
IAT_block2.xlsx,1,期待词-按E键,中性词-按I键,"接下来将进行第二部分测试。
请将你左手和右手的食指部分分别放在键盘的E键和I键上。
该部分流程与之前相同，只是规则发生了轻微的变化
规则为：
期待词 - 按E键
中性词 - 按I键
请在保证正确率的情况下尽快对其进行分类。
如果你已明白规则，请按空格开始测试。
如果有任何疑问，请联系实验员。",pic/intro2.png,pic/anjianl2.png,pic/anjianr2.png,6,6,0,pic/do4.png,i,0.5225,0.261,space,4.617308166,None,i,1,0.853846957,None,0,1,1,1,0,6,6,7,45.8353025,,,,,,,,,45.83050462,45.8353025,46.34584383,46.81213146,46.81213146,47.67936313,i,1,0.853846957,None,21,1,2025-09-18_09h51.11.945,IAT_block_loop1after,,2025.1.1,None,2025-09-18 09h51.27.788015 +0800
IAT_block2.xlsx,1,期待词-按E键,中性词-按I键,"接下来将进行第二部分测试。
请将你左手和右手的食指部分分别放在键盘的E键和I键上。
该部分流程与之前相同，只是规则发生了轻微的变化
规则为：
期待词 - 按E键
中性词 - 按I键
请在保证正确率的情况下尽快对其进行分类。
如果你已明白规则，请按空格开始测试。
如果有任何疑问，请联系实验员。",pic/intro2.png,pic/anjianl2.png,pic/anjianr2.png,7,7,0,pic/want2.png,e,0.5225,0.261,space,4.617308166,None,e,1,0.666677416,None,0,1,1,1,0,7,7,1,47.69791033,,,,,,,,,47.69352308,47.69791033,48.19574738,48.67922412,48.67922412,49.34953862,e,1,0.666677416,None,21,1,2025-09-18_09h51.11.945,IAT_block_loop1after,,2025.1.1,None,2025-09-18 09h51.27.788015 +0800
IAT_block2.xlsx,1,期待词-按E键,中性词-按I键,"接下来将进行第二部分测试。
请将你左手和右手的食指部分分别放在键盘的E键和I键上。
该部分流程与之前相同，只是规则发生了轻微的变化
规则为：
期待词 - 按E键
中性词 - 按I键
请在保证正确率的情况下尽快对其进行分类。
如果你已明白规则，请按空格开始测试。
如果有任何疑问，请联系实验员。",pic/intro2.png,pic/anjianl2.png,pic/anjianr2.png,1,1,0,,,,,space,4.617308166,None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,21,1,2025-09-18_09h51.11.945,IAT_block_loop1after,,2025.1.1,None,2025-09-18 09h51.27.788015 +0800
IAT_block34.xlsx,1,胖图或期待词-按E键,瘦图或者中性词-按I键,"接下来将进行第三部分测试。
请将你左手和右手的食指部分分别放在键盘的E键和I键上。
该部分流程与之前相同，只是规则发生了轻微的变化
规则为：
胖图 或 期待词 - 按E键
瘦图 或 中性词 - 按I键
请在保证正确率的情况下尽快对其进行分类。
如果你已明白规则，请按空格开始测试。
如果有任何疑问，请联系实验员。",pic/intro3.png,pic/anjianl3.png,pic/anjianr3.png,0,0,0,pic/do4.png,i,0.5225,0.261,space,6.634880957,None,i,1,0.875065416,None,0,2,2,2,0,0,0,7,59.02304579,,49.60621775,49.61351704,52.34580525,58.99631096,space,6.634880957,None,59.01859633,59.02304579,59.52907729,59.98245746,59.98245746,60.86259842,i,1,0.875065416,None,21,1,2025-09-18_09h51.11.945,IAT_block_loop1after,,2025.1.1,None,2025-09-18 09h51.27.788015 +0800
IAT_block34.xlsx,1,胖图或期待词-按E键,瘦图或者中性词-按I键,"接下来将进行第三部分测试。
请将你左手和右手的食指部分分别放在键盘的E键和I键上。
该部分流程与之前相同，只是规则发生了轻微的变化
规则为：
胖图 或 期待词 - 按E键
瘦图 或 中性词 - 按I键
请在保证正确率的情况下尽快对其进行分类。
如果你已明白规则，请按空格开始测试。
如果有任何疑问，请联系实验员。",pic/intro3.png,pic/anjianl3.png,pic/anjianr3.png,1,1,0,pic/do3.png,i,0.5225,0.261,space,6.634880957,None,i,1,1.304193125,None,0,2,2,2,0,1,1,6,60.88407521,,,,,,,,,60.87975221,60.88407521,61.39579279,61.86232892,61.86232892,63.1792625,i,1,1.304193125,None,21,1,2025-09-18_09h51.11.945,IAT_block_loop1after,,2025.1.1,None,2025-09-18 09h51.27.788015 +0800
IAT_block34.xlsx,1,胖图或期待词-按E键,瘦图或者中性词-按I键,"接下来将进行第三部分测试。
请将你左手和右手的食指部分分别放在键盘的E键和I键上。
该部分流程与之前相同，只是规则发生了轻微的变化
规则为：
胖图 或 期待词 - 按E键
瘦图 或 中性词 - 按I键
请在保证正确率的情况下尽快对其进行分类。
如果你已明白规则，请按空格开始测试。
如果有任何疑问，请联系实验员。",pic/intro3.png,pic/anjianl3.png,pic/anjianr3.png,2,2,0,pic/fat1.png,e,0.796,0.528,space,6.634880957,None,e,1,1.058496749,None,0,2,2,2,0,2,2,8,63.20501554,,,,,,,,,63.2008535,63.20501554,63.69861017,64.17892742,64.17892742,65.24589546,e,1,1.058496749,None,21,1,2025-09-18_09h51.11.945,IAT_block_loop1after,,2025.1.1,None,2025-09-18 09h51.27.788015 +0800
IAT_block34.xlsx,1,胖图或期待词-按E键,瘦图或者中性词-按I键,"接下来将进行第三部分测试。
请将你左手和右手的食指部分分别放在键盘的E键和I键上。
该部分流程与之前相同，只是规则发生了轻微的变化
规则为：
胖图 或 期待词 - 按E键
瘦图 或 中性词 - 按I键
请在保证正确率的情况下尽快对其进行分类。
如果你已明白规则，请按空格开始测试。
如果有任何疑问，请联系实验员。",pic/intro3.png,pic/anjianl3.png,pic/anjianr3.png,3,3,0,pic/do1.png,i,0.5225,0.261,space,6.634880957,None,i,1,0.737564999,None,0,2,2,2,0,3,3,4,65.26707962,,,,,,,,,65.262587,65.26707962,65.76509575,66.245766,66.245766,66.995934,i,1,0.737564999,None,21,1,2025-09-18_09h51.11.945,IAT_block_loop1after,,2025.1.1,None,2025-09-18 09h51.27.788015 +0800
IAT_block34.xlsx,1,胖图或期待词-按E键,瘦图或者中性词-按I键,"接下来将进行第三部分测试。
请将你左手和右手的食指部分分别放在键盘的E键和I键上。
该部分流程与之前相同，只是规则发生了轻微的变化
规则为：
胖图 或 期待词 - 按E键
瘦图 或 中性词 - 按I键
请在保证正确率的情况下尽快对其进行分类。
如果你已明白规则，请按空格开始测试。
如果有任何疑问，请联系实验员。",pic/intro3.png,pic/anjianl3.png,pic/anjianr3.png,4,4,0,pic/thin2.png,i,0.796,0.622,space,6.634880957,None,i,1,0.750617708,None,0,2,2,2,0,4,4,13,67.02258975,,,,,,,,,67.01839921,67.02258975,67.52913196,67.99574858,67.99574858,68.7499925,i,1,0.750617708,None,21,1,2025-09-18_09h51.11.945,IAT_block_loop1after,,2025.1.1,None,2025-09-18 09h51.27.788015 +0800
IAT_block34.xlsx,1,胖图或期待词-按E键,瘦图或者中性词-按I键,"接下来将进行第三部分测试。
请将你左手和右手的食指部分分别放在键盘的E键和I键上。
该部分流程与之前相同，只是规则发生了轻微的变化
规则为：
胖图 或 期待词 - 按E键
瘦图 或 中性词 - 按I键
请在保证正确率的情况下尽快对其进行分类。
如果你已明白规则，请按空格开始测试。
如果有任何疑问，请联系实验员。",pic/intro3.png,pic/anjianl3.png,pic/anjianr3.png,5,5,0,pic/thin3.png,i,0.796,0.622,space,6.634880957,None,i,1,0.743852833,None,0,2,2,2,0,5,5,14,68.77737537,,,,,,,,,68.77308275,68.77737537,69.27908117,69.76240721,69.76240721,70.51264146,i,1,0.743852833,None,21,1,2025-09-18_09h51.11.945,IAT_block_loop1after,,2025.1.1,None,2025-09-18 09h51.27.788015 +0800
IAT_block34.xlsx,1,胖图或期待词-按E键,瘦图或者中性词-按I键,"接下来将进行第三部分测试。
请将你左手和右手的食指部分分别放在键盘的E键和I键上。
该部分流程与之前相同，只是规则发生了轻微的变化
规则为：
胖图 或 期待词 - 按E键
瘦图 或 中性词 - 按I键
请在保证正确率的情况下尽快对其进行分类。
如果你已明白规则，请按空格开始测试。
如果有任何疑问，请联系实验员。",pic/intro3.png,pic/anjianl3.png,pic/anjianr3.png,6,6,0,pic/thin1.png,i,0.796,0.488,space,6.634880957,None,i,1,0.636793832,None,0,2,2,2,0,6,6,12,70.53586671,,,,,,,,,70.53151233,70.53586671,71.03183733,71.49942046,71.49942046,72.14586996,i,1,0.636793832,None,21,1,2025-09-18_09h51.11.945,IAT_block_loop1after,,2025.1.1,None,2025-09-18 09h51.27.788015 +0800
IAT_block34.xlsx,1,胖图或期待词-按E键,瘦图或者中性词-按I键,"接下来将进行第三部分测试。
请将你左手和右手的食指部分分别放在键盘的E键和I键上。
该部分流程与之前相同，只是规则发生了轻微的变化
规则为：
胖图 或 期待词 - 按E键
瘦图 或 中性词 - 按I键
请在保证正确率的情况下尽快对其进行分类。
如果你已明白规则，请按空格开始测试。
如果有任何疑问，请联系实验员。",pic/intro3.png,pic/anjianl3.png,pic/anjianr3.png,7,7,0,pic/thin4.png,i,0.796,0.622,space,6.634880957,None,i,1,0.693445999,None,0,2,2,2,0,7,7,15,72.17209212,,,,,,,,,72.16792358,72.17209212,72.665033,73.14573604,73.14573604,73.84583538,i,1,0.693445999,None,21,1,2025-09-18_09h51.11.945,IAT_block_loop1after,,2025.1.1,None,2025-09-18 09h51.27.788015 +0800
IAT_block34.xlsx,1,胖图或期待词-按E键,瘦图或者中性词-按I键,"接下来将进行第三部分测试。
请将你左手和右手的食指部分分别放在键盘的E键和I键上。
该部分流程与之前相同，只是规则发生了轻微的变化
规则为：
胖图 或 期待词 - 按E键
瘦图 或 中性词 - 按I键
请在保证正确率的情况下尽快对其进行分类。
如果你已明白规则，请按空格开始测试。
如果有任何疑问，请联系实验员。",pic/intro3.png,pic/anjianl3.png,pic/anjianr3.png,8,8,0,pic/want4.png,e,0.5225,0.261,space,6.634880957,None,e,1,1.064589208,None,0,2,2,2,0,8,8,3,73.8660425,,,,,,,,,73.86165096,73.8660425,74.36248488,74.84547312,74.84547312,75.91299721,e,1,1.064589208,None,21,1,2025-09-18_09h51.11.945,IAT_block_loop1after,,2025.1.1,None,2025-09-18 09h51.27.788015 +0800
IAT_block34.xlsx,1,胖图或期待词-按E键,瘦图或者中性词-按I键,"接下来将进行第三部分测试。
请将你左手和右手的食指部分分别放在键盘的E键和I键上。
该部分流程与之前相同，只是规则发生了轻微的变化
规则为：
胖图 或 期待词 - 按E键
瘦图 或 中性词 - 按I键
请在保证正确率的情况下尽快对其进行分类。
如果你已明白规则，请按空格开始测试。
如果有任何疑问，请联系实验员。",pic/intro3.png,pic/anjianl3.png,pic/anjianr3.png,9,9,0,pic/fat2.png,e,0.796,0.528,space,6.634880957,None,e,1,0.892609249,None,0,2,2,2,0,9,9,9,75.93467779,,,,,,,,,75.93042133,75.93467779,76.43168112,76.91239137,76.91239137,77.81251204,e,1,0.892609249,None,21,1,2025-09-18_09h51.11.945,IAT_block_loop1after,,2025.1.1,None,2025-09-18 09h51.27.788015 +0800
IAT_block34.xlsx,1,胖图或期待词-按E键,瘦图或者中性词-按I键,"接下来将进行第三部分测试。
请将你左手和右手的食指部分分别放在键盘的E键和I键上。
该部分流程与之前相同，只是规则发生了轻微的变化
规则为：
胖图 或 期待词 - 按E键
瘦图 或 中性词 - 按I键
请在保证正确率的情况下尽快对其进行分类。
如果你已明白规则，请按空格开始测试。
如果有任何疑问，请联系实验员。",pic/intro3.png,pic/anjianl3.png,pic/anjianr3.png,10,10,0,pic/want3.png,e,0.5225,0.261,space,6.634880957,None,e,1,1.239657541,None,0,2,2,2,0,10,10,2,77.83249104,,,,,,,,,77.82815554,77.83249104,78.32897454,78.81224825,78.81224825,80.06256767,e,1,1.239657541,None,21,1,2025-09-18_09h51.11.945,IAT_block_loop1after,,2025.1.1,None,2025-09-18 09h51.27.788015 +0800
IAT_block34.xlsx,1,胖图或期待词-按E键,瘦图或者中性词-按I键,"接下来将进行第三部分测试。
请将你左手和右手的食指部分分别放在键盘的E键和I键上。
该部分流程与之前相同，只是规则发生了轻微的变化
规则为：
胖图 或 期待词 - 按E键
瘦图 或 中性词 - 按I键
请在保证正确率的情况下尽快对其进行分类。
如果你已明白规则，请按空格开始测试。
如果有任何疑问，请联系实验员。",pic/intro3.png,pic/anjianl3.png,pic/anjianr3.png,11,11,0,pic/want1.png,e,0.5225,0.261,space,6.634880957,None,e,1,1.518862291,None,0,2,2,2,0,11,11,0,80.08046917,,,,,,,,,80.07612783,80.08046917,80.57888429,81.04893342,81.04893342,82.57909058,e,1,1.518862291,None,21,1,2025-09-18_09h51.11.945,IAT_block_loop1after,,2025.1.1,None,2025-09-18 09h51.27.788015 +0800
IAT_block34.xlsx,1,胖图或期待词-按E键,瘦图或者中性词-按I键,"接下来将进行第三部分测试。
请将你左手和右手的食指部分分别放在键盘的E键和I键上。
该部分流程与之前相同，只是规则发生了轻微的变化
规则为：
胖图 或 期待词 - 按E键
瘦图 或 中性词 - 按I键
请在保证正确率的情况下尽快对其进行分类。
如果你已明白规则，请按空格开始测试。
如果有任何疑问，请联系实验员。",pic/intro3.png,pic/anjianl3.png,pic/anjianr3.png,12,12,0,pic/want2.png,e,0.5225,0.261,space,6.634880957,None,e,1,0.509214249,None,0,2,2,2,0,12,12,1,82.60048863,,,,,,,,,82.59602729,82.60048863,83.11230913,83.56557512,83.56557512,84.07934242,e,1,0.509214249,None,21,1,2025-09-18_09h51.11.945,IAT_block_loop1after,,2025.1.1,None,2025-09-18 09h51.27.788015 +0800
